dep;clage_vacsi;jour;n_dose1;n_cum_dose1
05;79;2021-01-06;2;2
05;79;2021-01-07;5;7
05;79;2021-01-08;8;15
05;79;2021-01-09;1;16
05;79;2021-01-11;3;19
05;79;2021-01-12;2;21
05;79;2021-01-13;1;22
05;79;2021-01-14;4;26
05;79;2021-01-15;1;27
05;79;2021-01-18;40;67
05;79;2021-01-19;39;106
05;79;2021-01-20;58;164
05;79;2021-01-21;67;231
05;79;2021-01-22;56;287
05;79;2021-01-23;43;330
05;79;2021-01-25;65;395
05;79;2021-01-26;95;490
05;79;2021-01-27;91;581
05;80;2021-01-06;15;15
05;80;2021-01-07;78;93
05;80;2021-01-08;80;173
05;80;2021-01-09;6;179
05;80;2021-01-11;5;184
05;80;2021-01-12;26;210
05;80;2021-01-13;16;226
05;80;2021-01-14;39;265
05;80;2021-01-15;8;273
05;80;2021-01-18;52;325
05;80;2021-01-19;73;398
05;80;2021-01-20;69;467
05;80;2021-01-21;108;575
05;80;2021-01-22;99;674
05;80;2021-01-23;51;725
05;80;2021-01-25;142;867
05;80;2021-01-26;226;1093
05;80;2021-01-27;198;1291
06;0;2020-12-31;19;19
06;0;2021-01-04;115;134
06;0;2021-01-05;135;269
06;0;2021-01-06;155;424
06;0;2021-01-07;383;807
06;0;2021-01-08;303;1110
06;0;2021-01-09;90;1200
06;0;2021-01-10;1;1201
06;0;2021-01-11;496;1697
06;0;2021-01-12;1613;3310
06;0;2021-01-13;1148;4458
06;0;2021-01-14;1039;5497
06;0;2021-01-15;762;6259
06;0;2021-01-16;463;6722
06;0;2021-01-17;37;6759
06;0;2021-01-18;938;7697
06;0;2021-01-19;1292;8989
06;0;2021-01-20;1402;10391
06;0;2021-01-21;1389;11780
06;0;2021-01-22;1185;12965
06;0;2021-01-23;445;13410
06;0;2021-01-24;27;13437
06;0;2021-01-25;1028;14465
06;0;2021-01-26;1537;16002
06;0;2021-01-27;978;16980
06;24;2021-01-12;6;6
06;24;2021-01-13;3;9
06;24;2021-01-14;5;14
06;24;2021-01-15;1;15
06;24;2021-01-16;1;16
06;24;2021-01-18;3;19
06;24;2021-01-19;3;22
06;24;2021-01-20;4;26
06;24;2021-01-21;7;33
06;24;2021-01-22;2;35
06;24;2021-01-23;2;37
06;24;2021-01-25;1;38
06;24;2021-01-26;3;41
06;24;2021-01-27;3;44
06;29;2021-01-05;2;2
06;29;2021-01-06;3;5
06;29;2021-01-07;1;6
06;29;2021-01-08;3;9
06;29;2021-01-11;2;11
06;29;2021-01-12;19;30
06;29;2021-01-13;15;45
06;29;2021-01-14;12;57
06;29;2021-01-15;11;68
06;29;2021-01-18;7;75
06;29;2021-01-19;16;91
06;29;2021-01-20;11;102
06;29;2021-01-21;19;121
06;29;2021-01-22;12;133
06;29;2021-01-23;5;138
06;29;2021-01-25;12;150
06;29;2021-01-26;5;155
06;29;2021-01-27;4;159
06;39;2020-12-31;1;1
06;39;2021-01-04;4;5
06;39;2021-01-05;1;6
06;39;2021-01-06;9;15
06;39;2021-01-07;7;22
06;39;2021-01-08;14;36
06;39;2021-01-09;2;38
06;39;2021-01-11;7;45
06;39;2021-01-12;69;114
06;39;2021-01-13;46;160
06;39;2021-01-14;49;209
06;39;2021-01-15;49;258
06;39;2021-01-16;12;270
06;39;2021-01-18;22;292
06;39;2021-01-19;31;323
06;39;2021-01-20;48;371
06;39;2021-01-21;71;442
06;39;2021-01-22;40;482
06;39;2021-01-23;6;488
06;39;2021-01-25;29;517
06;39;2021-01-26;28;545
06;39;2021-01-27;21;566
06;49;2021-01-04;3;3
06;49;2021-01-05;13;16
06;49;2021-01-06;7;23
06;49;2021-01-07;16;39
06;49;2021-01-08;25;64
06;49;2021-01-09;3;67
06;49;2021-01-11;30;97
06;49;2021-01-12;84;181
06;49;2021-01-13;82;263
06;49;2021-01-14;95;358
06;49;2021-01-15;71;429
06;49;2021-01-16;24;453
06;49;2021-01-18;37;490
06;49;2021-01-19;82;572
06;49;2021-01-20;59;631
06;49;2021-01-21;114;745
06;49;2021-01-22;65;810
06;49;2021-01-23;14;824
06;49;2021-01-25;34;858
06;49;2021-01-26;50;908
06;49;2021-01-27;29;937
06;59;2020-12-31;2;2
06;59;2021-01-04;37;39
06;59;2021-01-05;54;93
06;59;2021-01-06;49;142
06;59;2021-01-07;112;254
06;59;2021-01-08;112;366
06;59;2021-01-09;31;397
06;59;2021-01-10;1;398
06;59;2021-01-11;98;496
06;59;2021-01-12;269;765
06;59;2021-01-13;241;1006
06;59;2021-01-14;213;1219
06;59;2021-01-15;169;1388
06;59;2021-01-16;62;1450
06;59;2021-01-18;103;1553
06;59;2021-01-19;178;1731
06;59;2021-01-20;235;1966
06;59;2021-01-21;158;2124
06;59;2021-01-22;139;2263
06;59;2021-01-23;54;2317
06;59;2021-01-25;91;2408
06;59;2021-01-26;126;2534
06;59;2021-01-27;73;2607
06;64;2020-12-31;1;1
06;64;2021-01-04;25;26
06;64;2021-01-05;32;58
06;64;2021-01-06;31;89
06;64;2021-01-07;62;151
06;64;2021-01-08;49;200
06;64;2021-01-09;12;212
06;64;2021-01-11;65;277
06;64;2021-01-12;151;428
06;64;2021-01-13;138;566
06;64;2021-01-14;138;704
06;64;2021-01-15;83;787
06;64;2021-01-16;42;829
06;64;2021-01-18;63;892
06;64;2021-01-19;88;980
06;64;2021-01-20;94;1074
06;64;2021-01-21;94;1168
06;64;2021-01-22;68;1236
06;64;2021-01-23;29;1265
06;64;2021-01-25;58;1323
06;64;2021-01-26;69;1392
06;64;2021-01-27;26;1418
06;69;2020-12-31;1;1
06;69;2021-01-04;11;12
06;69;2021-01-05;14;26
06;69;2021-01-06;14;40
06;69;2021-01-07;46;86
06;69;2021-01-08;34;120
06;69;2021-01-09;14;134
06;69;2021-01-11;47;181
06;69;2021-01-12;97;278
06;69;2021-01-13;106;384
06;69;2021-01-14;68;452
06;69;2021-01-15;45;497
06;69;2021-01-16;22;519
06;69;2021-01-18;51;570
06;69;2021-01-19;63;633
06;69;2021-01-20;72;705
06;69;2021-01-21;79;784
06;69;2021-01-22;59;843
06;69;2021-01-23;20;863
06;69;2021-01-25;51;914
06;69;2021-01-26;51;965
06;69;2021-01-27;33;998
06;74;2020-12-31;2;2
06;74;2021-01-04;2;4
06;74;2021-01-05;7;11
06;74;2021-01-06;6;17
06;74;2021-01-07;32;49
06;74;2021-01-08;16;65
06;74;2021-01-09;16;81
06;74;2021-01-11;52;133
06;74;2021-01-12;85;218
06;74;2021-01-13;95;313
06;74;2021-01-14;67;380
06;74;2021-01-15;39;419
06;74;2021-01-16;24;443
06;74;2021-01-17;1;444
06;74;2021-01-18;44;488
06;74;2021-01-19;58;546
06;74;2021-01-20;61;607
06;74;2021-01-21;93;700
06;74;2021-01-22;83;783
06;74;2021-01-23;29;812
06;74;2021-01-25;86;898
06;74;2021-01-26;62;960
06;74;2021-01-27;41;1001
06;79;2021-01-04;4;4
06;79;2021-01-06;5;9
06;79;2021-01-07;12;21
06;79;2021-01-08;11;32
06;79;2021-01-09;10;42
06;79;2021-01-11;27;69
06;79;2021-01-12;78;147
06;79;2021-01-13;121;268
06;79;2021-01-14;110;378
06;79;2021-01-15;130;508
06;79;2021-01-16;111;619
06;79;2021-01-17;19;638
06;79;2021-01-18;229;867
06;79;2021-01-19;253;1120
06;79;2021-01-20;283;1403
06;79;2021-01-21;269;1672
06;79;2021-01-22;286;1958
06;79;2021-01-23;106;2064
06;79;2021-01-24;10;2074
06;79;2021-01-25;222;2296
06;79;2021-01-26;221;2517
06;79;2021-01-27;240;2757
06;80;2020-12-31;12;12
06;80;2021-01-04;29;41
06;80;2021-01-05;12;53
06;80;2021-01-06;31;84
06;80;2021-01-07;95;179
06;80;2021-01-08;39;218
06;80;2021-01-09;2;220
06;80;2021-01-11;168;388
06;80;2021-01-12;755;1143
06;80;2021-01-13;301;1444
06;80;2021-01-14;282;1726
06;80;2021-01-15;164;1890
06;80;2021-01-16;165;2055
06;80;2021-01-17;17;2072
06;80;2021-01-18;379;2451
06;80;2021-01-19;520;2971
06;80;2021-01-20;534;3505
06;80;2021-01-21;485;3990
06;80;2021-01-22;431;4421
06;80;2021-01-23;180;4601
06;80;2021-01-24;17;4618
06;80;2021-01-25;444;5062
06;80;2021-01-26;922;5984
06;80;2021-01-27;508;6492
07;0;2021-01-06;31;31
07;0;2021-01-07;81;112
07;0;2021-01-08;37;149
07;0;2021-01-09;16;165
07;0;2021-01-11;151;316
07;0;2021-01-12;296;612
07;0;2021-01-13;289;901
07;0;2021-01-14;330;1231
07;0;2021-01-15;163;1394
07;0;2021-01-16;17;1411
07;0;2021-01-17;2;1413
07;0;2021-01-18;308;1721
07;0;2021-01-19;613;2334
07;0;2021-01-20;477;2811
07;0;2021-01-21;335;3146
07;0;2021-01-22;157;3303
07;0;2021-01-23;56;3359
07;0;2021-01-25;80;3439
07;0;2021-01-26;401;3840
07;0;2021-01-27;471;4311
07;24;2021-01-15;1;1
07;24;2021-01-19;4;5
07;24;2021-01-20;2;7
07;24;2021-01-21;2;9
07;24;2021-01-25;1;10
07;24;2021-01-26;1;11
07;29;2021-01-12;1;1
07;29;2021-01-13;1;2
07;29;2021-01-14;2;4
07;29;2021-01-15;1;5
07;29;2021-01-18;1;6
07;29;2021-01-19;5;11
07;29;2021-01-20;8;19
07;29;2021-01-21;4;23
07;29;2021-01-22;1;24
07;29;2021-01-26;7;31
07;29;2021-01-27;8;39
07;39;2021-01-08;1;1
07;39;2021-01-12;6;7
07;39;2021-01-13;6;13
07;39;2021-01-14;8;21
07;39;2021-01-15;10;31
07;39;2021-01-18;2;33
07;39;2021-01-19;19;52
07;39;2021-01-20;35;87
07;39;2021-01-21;22;109
07;39;2021-01-22;6;115
07;39;2021-01-23;1;116
07;39;2021-01-25;6;122
07;39;2021-01-26;26;148
07;39;2021-01-27;18;166
07;49;2021-01-07;2;2
07;49;2021-01-08;1;3
07;49;2021-01-12;15;18
07;49;2021-01-13;17;35
07;49;2021-01-14;29;64
07;49;2021-01-15;25;89
07;49;2021-01-18;15;104
07;49;2021-01-19;36;140
07;49;2021-01-20;62;202
07;49;2021-01-21;50;252
07;49;2021-01-22;13;265
07;49;2021-01-23;6;271
07;49;2021-01-25;7;278
07;49;2021-01-26;45;323
07;49;2021-01-27;37;360
07;59;2021-01-06;10;10
07;59;2021-01-07;5;15
07;59;2021-01-08;6;21
07;59;2021-01-09;8;29
07;59;2021-01-11;11;40
07;59;2021-01-12;101;141
07;59;2021-01-13;114;255
07;59;2021-01-14;103;358
07;59;2021-01-15;68;426
07;59;2021-01-16;5;431
07;59;2021-01-17;2;433
07;59;2021-01-18;43;476
07;59;2021-01-19;98;574
07;59;2021-01-20;104;678
07;59;2021-01-21;76;754
07;59;2021-01-22;26;780
07;59;2021-01-23;15;795
07;59;2021-01-25;8;803
07;59;2021-01-26;75;878
07;59;2021-01-27;58;936
07;64;2021-01-06;3;3
07;64;2021-01-07;8;11
07;64;2021-01-08;13;24
07;64;2021-01-09;3;27
07;64;2021-01-11;14;41
07;64;2021-01-12;42;83
07;64;2021-01-13;33;116
07;64;2021-01-14;37;153
07;64;2021-01-15;16;169
07;64;2021-01-16;1;170
07;64;2021-01-18;19;189
07;64;2021-01-19;36;225
07;64;2021-01-20;42;267
07;64;2021-01-21;27;294
07;64;2021-01-22;5;299
07;64;2021-01-23;2;301
07;64;2021-01-25;5;306
07;64;2021-01-26;33;339
07;64;2021-01-27;17;356
07;69;2021-01-06;3;3
07;69;2021-01-07;2;5
07;69;2021-01-08;5;10
07;69;2021-01-09;2;12
07;69;2021-01-11;7;19
07;69;2021-01-12;21;40
07;69;2021-01-13;10;50
07;69;2021-01-14;25;75
07;69;2021-01-15;5;80
07;69;2021-01-16;1;81
07;69;2021-01-18;13;94
07;69;2021-01-19;34;128
07;69;2021-01-20;22;150
07;69;2021-01-21;13;163
07;69;2021-01-22;4;167
07;69;2021-01-25;4;171
07;69;2021-01-26;13;184
07;69;2021-01-27;13;197
07;74;2021-01-07;4;4
07;74;2021-01-08;2;6
07;74;2021-01-09;2;8
07;74;2021-01-11;6;14
07;74;2021-01-12;12;26
07;74;2021-01-13;8;34
07;74;2021-01-14;14;48
07;74;2021-01-15;5;53
07;74;2021-01-18;12;65
07;74;2021-01-19;28;93
07;74;2021-01-20;25;118
07;74;2021-01-21;11;129
07;74;2021-01-22;6;135
07;74;2021-01-23;2;137
07;74;2021-01-25;6;143
07;74;2021-01-26;13;156
07;74;2021-01-27;11;167
07;79;2021-01-06;2;2
07;79;2021-01-07;2;4
07;79;2021-01-08;2;6
07;79;2021-01-11;17;23
07;79;2021-01-12;10;33
07;79;2021-01-13;11;44
07;79;2021-01-14;18;62
07;79;2021-01-15;14;76
07;79;2021-01-16;3;79
07;79;2021-01-18;40;119
07;79;2021-01-19;81;200
07;79;2021-01-20;58;258
07;79;2021-01-21;48;306
07;79;2021-01-22;34;340
07;79;2021-01-23;10;350
07;79;2021-01-25;19;369
07;79;2021-01-26;35;404
07;79;2021-01-27;86;490
07;80;2021-01-06;13;13
07;80;2021-01-07;58;71
07;80;2021-01-08;7;78
07;80;2021-01-09;1;79
07;80;2021-01-11;96;175
07;80;2021-01-12;88;263
07;80;2021-01-13;89;352
07;80;2021-01-14;94;446
07;80;2021-01-15;18;464
07;80;2021-01-16;7;471
07;80;2021-01-18;163;634
07;80;2021-01-19;272;906
07;80;2021-01-20;119;1025
07;80;2021-01-21;82;1107
07;80;2021-01-22;62;1169
07;80;2021-01-23;20;1189
07;80;2021-01-25;24;1213
07;80;2021-01-26;153;1366
07;80;2021-01-27;222;1588
08;0;2021-01-07;157;157
08;0;2021-01-08;258;415
08;0;2021-01-09;113;528
08;0;2021-01-11;67;595
08;0;2021-01-12;126;721
08;0;2021-01-13;444;1165
08;0;2021-01-14;437;1602
08;0;2021-01-15;220;1822
08;0;2021-01-16;44;1866
08;0;2021-01-17;1;1867
08;0;2021-01-18;307;2174
08;0;2021-01-19;787;2961
08;0;2021-01-20;804;3765
08;0;2021-01-21;633;4398
08;0;2021-01-22;584;4982
08;0;2021-01-23;237;5219
08;0;2021-01-25;204;5423
08;0;2021-01-26;268;5691
08;0;2021-01-27;345;6036
08;24;2021-01-08;1;1
08;24;2021-01-09;1;2
08;24;2021-01-14;4;6
08;24;2021-01-15;5;11
08;24;2021-01-19;5;16
08;24;2021-01-20;8;24
08;24;2021-01-21;2;26
08;24;2021-01-22;2;28
08;24;2021-01-26;2;30
08;29;2021-01-07;1;1
08;29;2021-01-08;3;4
08;29;2021-01-09;1;5
08;29;2021-01-11;1;6
08;29;2021-01-12;1;7
08;29;2021-01-13;1;8
08;29;2021-01-14;3;11
08;29;2021-01-15;5;16
08;29;2021-01-18;2;18
08;29;2021-01-19;12;30
08;29;2021-01-20;5;35
08;29;2021-01-21;6;41
08;29;2021-01-22;3;44
08;29;2021-01-23;2;46
08;29;2021-01-26;1;47
08;29;2021-01-27;1;48
08;39;2021-01-08;18;18
08;39;2021-01-09;9;27
08;39;2021-01-11;3;30
08;39;2021-01-12;7;37
08;39;2021-01-13;8;45
08;39;2021-01-14;20;65
08;39;2021-01-15;18;83
08;39;2021-01-16;5;88
08;39;2021-01-18;8;96
08;39;2021-01-19;27;123
08;39;2021-01-20;31;154
08;39;2021-01-21;12;166
08;39;2021-01-22;8;174
08;39;2021-01-23;5;179
08;39;2021-01-26;3;182
08;39;2021-01-27;5;187
08;49;2021-01-08;14;14
08;49;2021-01-09;16;30
08;49;2021-01-11;7;37
08;49;2021-01-12;19;56
08;49;2021-01-13;24;80
08;49;2021-01-14;30;110
08;49;2021-01-15;18;128
08;49;2021-01-16;4;132
08;49;2021-01-18;10;142
08;49;2021-01-19;41;183
08;49;2021-01-20;21;204
08;49;2021-01-21;14;218
08;49;2021-01-22;17;235
08;49;2021-01-23;2;237
08;49;2021-01-26;5;242
08;49;2021-01-27;11;253
08;59;2021-01-07;6;6
08;59;2021-01-08;93;99
08;59;2021-01-09;58;157
08;59;2021-01-11;34;191
08;59;2021-01-12;58;249
08;59;2021-01-13;110;359
08;59;2021-01-14;100;459
08;59;2021-01-15;85;544
08;59;2021-01-16;16;560
08;59;2021-01-18;19;579
08;59;2021-01-19;82;661
08;59;2021-01-20;64;725
08;59;2021-01-21;31;756
08;59;2021-01-22;30;786
08;59;2021-01-23;16;802
08;59;2021-01-25;13;815
08;59;2021-01-26;10;825
08;59;2021-01-27;17;842
08;64;2021-01-07;4;4
08;64;2021-01-08;36;40
08;64;2021-01-09;17;57
08;64;2021-01-11;11;68
08;64;2021-01-12;18;86
08;64;2021-01-13;38;124
08;64;2021-01-14;41;165
08;64;2021-01-15;32;197
08;64;2021-01-16;4;201
08;64;2021-01-18;18;219
08;64;2021-01-19;39;258
08;64;2021-01-20;29;287
08;64;2021-01-21;18;305
08;64;2021-01-22;27;332
08;64;2021-01-23;7;339
08;64;2021-01-25;4;343
08;64;2021-01-26;4;347
08;64;2021-01-27;9;356
08;69;2021-01-07;5;5
08;69;2021-01-08;17;22
08;69;2021-01-09;3;25
08;69;2021-01-11;9;34
08;69;2021-01-12;16;50
08;69;2021-01-13;30;80
08;69;2021-01-14;17;97
08;69;2021-01-15;11;108
08;69;2021-01-16;3;111
08;69;2021-01-18;10;121
08;69;2021-01-19;39;160
08;69;2021-01-20;27;187
08;69;2021-01-21;27;214
08;69;2021-01-22;25;239
08;69;2021-01-23;11;250
08;69;2021-01-25;6;256
08;69;2021-01-26;10;266
08;69;2021-01-27;9;275
08;74;2021-01-07;12;12
08;74;2021-01-08;12;24
08;74;2021-01-09;5;29
08;74;2021-01-12;3;32
08;74;2021-01-13;31;63
08;74;2021-01-14;14;77
08;74;2021-01-15;7;84
08;74;2021-01-16;2;86
08;74;2021-01-18;15;101
08;74;2021-01-19;43;144
08;74;2021-01-20;49;193
08;74;2021-01-21;35;228
08;74;2021-01-22;31;259
08;74;2021-01-23;10;269
08;74;2021-01-25;11;280
08;74;2021-01-26;15;295
08;74;2021-01-27;21;316
08;79;2021-01-07;11;11
08;79;2021-01-08;7;18
08;79;2021-01-09;3;21
08;79;2021-01-12;2;23
08;79;2021-01-13;21;44
08;79;2021-01-14;23;67
08;79;2021-01-15;15;82
08;79;2021-01-16;1;83
08;79;2021-01-18;72;155
08;79;2021-01-19;133;288
08;79;2021-01-20;150;438
08;79;2021-01-21;180;618
08;79;2021-01-22;164;782
08;79;2021-01-23;58;840
08;79;2021-01-25;72;912
08;79;2021-01-26;84;996
08;79;2021-01-27;105;1101
08;80;2021-01-07;118;118
08;80;2021-01-08;57;175
08;80;2021-01-11;2;177
08;80;2021-01-12;2;179
08;80;2021-01-13;181;360
08;80;2021-01-14;185;545
08;80;2021-01-15;24;569
08;80;2021-01-16;9;578
08;80;2021-01-17;1;579
08;80;2021-01-18;153;732
08;80;2021-01-19;366;1098
08;80;2021-01-20;420;1518
08;80;2021-01-21;308;1826
08;80;2021-01-22;277;2103
08;80;2021-01-23;126;2229
08;80;2021-01-25;98;2327
08;80;2021-01-26;134;2461
08;80;2021-01-27;167;2628
09;0;2021-01-04;1;1
09;0;2021-01-06;2;3
09;0;2021-01-07;243;246
09;0;2021-01-08;180;426
09;0;2021-01-09;104;530
09;0;2021-01-10;59;589
09;0;2021-01-11;175;764
09;0;2021-01-12;299;1063
09;0;2021-01-13;195;1258
09;0;2021-01-14;432;1690
09;0;2021-01-15;221;1911
09;0;2021-01-16;193;2104
09;0;2021-01-17;123;2227
09;0;2021-01-18;230;2457
09;0;2021-01-19;252;2709
09;0;2021-01-20;316;3025
09;0;2021-01-21;330;3355
09;0;2021-01-22;328;3683
09;0;2021-01-23;236;3919
09;0;2021-01-24;83;4002
09;0;2021-01-25;202;4204
09;0;2021-01-26;533;4737
09;0;2021-01-27;385;5122
09;24;2021-01-07;1;1
09;24;2021-01-12;3;4
09;24;2021-01-14;9;13
09;24;2021-01-15;1;14
09;24;2021-01-16;5;19
09;24;2021-01-19;1;20
09;24;2021-01-22;1;21
09;24;2021-01-27;1;22
09;29;2021-01-07;1;1
09;29;2021-01-08;4;5
09;29;2021-01-09;2;7
09;29;2021-01-10;3;10
09;29;2021-01-11;1;11
09;29;2021-01-12;4;15
09;29;2021-01-13;2;17
09;29;2021-01-14;10;27
09;29;2021-01-15;1;28
09;29;2021-01-16;1;29
09;29;2021-01-22;1;30
09;29;2021-01-25;1;31
09;29;2021-01-26;2;33
09;29;2021-01-27;2;35
09;39;2021-01-07;13;13
09;39;2021-01-08;10;23
09;39;2021-01-09;4;27
09;39;2021-01-10;5;32
09;39;2021-01-11;7;39
09;39;2021-01-12;21;60
09;39;2021-01-13;13;73
09;39;2021-01-14;34;107
09;39;2021-01-15;11;118
09;39;2021-01-16;12;130
09;39;2021-01-17;4;134
09;39;2021-01-18;3;137
09;39;2021-01-19;4;141
09;39;2021-01-20;4;145
09;39;2021-01-21;4;149
09;39;2021-01-22;3;152
09;39;2021-01-23;1;153
09;39;2021-01-24;1;154
09;39;2021-01-25;0;154
09;39;2021-01-26;9;163
09;39;2021-01-27;7;170
09;49;2021-01-06;1;1
09;49;2021-01-07;12;13
09;49;2021-01-08;21;34
09;49;2021-01-09;32;66
09;49;2021-01-10;15;81
09;49;2021-01-11;17;98
09;49;2021-01-12;50;148
09;49;2021-01-13;15;163
09;49;2021-01-14;40;203
09;49;2021-01-15;26;229
09;49;2021-01-16;22;251
09;49;2021-01-17;5;256
09;49;2021-01-18;7;263
09;49;2021-01-19;2;265
09;49;2021-01-20;4;269
09;49;2021-01-21;11;280
09;49;2021-01-22;13;293
09;49;2021-01-23;4;297
09;49;2021-01-25;3;300
09;49;2021-01-26;19;319
09;49;2021-01-27;14;333
09;59;2021-01-07;32;32
09;59;2021-01-08;52;84
09;59;2021-01-09;32;116
09;59;2021-01-10;15;131
09;59;2021-01-11;59;190
09;59;2021-01-12;93;283
09;59;2021-01-13;71;354
09;59;2021-01-14;60;414
09;59;2021-01-15;30;444
09;59;2021-01-16;27;471
09;59;2021-01-17;16;487
09;59;2021-01-18;9;496
09;59;2021-01-19;24;520
09;59;2021-01-20;16;536
09;59;2021-01-21;11;547
09;59;2021-01-22;12;559
09;59;2021-01-23;11;570
09;59;2021-01-24;4;574
09;59;2021-01-25;11;585
09;59;2021-01-26;45;630
09;59;2021-01-27;30;660
09;64;2021-01-07;10;10
09;64;2021-01-08;21;31
09;64;2021-01-09;15;46
09;64;2021-01-10;4;50
09;64;2021-01-11;24;74
09;64;2021-01-12;23;97
09;64;2021-01-13;19;116
09;64;2021-01-14;22;138
09;64;2021-01-15;20;158
09;64;2021-01-16;7;165
09;64;2021-01-17;2;167
09;64;2021-01-18;9;176
09;64;2021-01-19;7;183
09;64;2021-01-20;9;192
09;64;2021-01-21;6;198
09;64;2021-01-22;9;207
09;64;2021-01-23;2;209
09;64;2021-01-24;8;217
09;64;2021-01-25;11;228
09;64;2021-01-26;16;244
09;64;2021-01-27;21;265
09;69;2021-01-07;5;5
09;69;2021-01-08;9;14
09;69;2021-01-09;11;25
09;69;2021-01-10;2;27
09;69;2021-01-11;5;32
09;69;2021-01-12;16;48
09;69;2021-01-13;11;59
09;69;2021-01-14;16;75
09;69;2021-01-15;9;84
09;69;2021-01-16;8;92
09;69;2021-01-17;7;99
09;69;2021-01-18;9;108
09;69;2021-01-19;3;111
09;69;2021-01-20;7;118
09;69;2021-01-21;10;128
09;69;2021-01-22;7;135
09;69;2021-01-23;5;140
09;69;2021-01-24;3;143
09;69;2021-01-25;7;150
09;69;2021-01-26;30;180
09;69;2021-01-27;23;203
09;74;2021-01-06;1;1
09;74;2021-01-07;7;8
09;74;2021-01-08;6;14
09;74;2021-01-09;3;17
09;74;2021-01-10;8;25
09;74;2021-01-11;3;28
09;74;2021-01-12;18;46
09;74;2021-01-13;10;56
09;74;2021-01-14;21;77
09;74;2021-01-15;14;91
09;74;2021-01-16;7;98
09;74;2021-01-17;7;105
09;74;2021-01-18;8;113
09;74;2021-01-19;8;121
09;74;2021-01-20;12;133
09;74;2021-01-21;22;155
09;74;2021-01-22;21;176
09;74;2021-01-23;7;183
09;74;2021-01-24;4;187
09;74;2021-01-25;6;193
09;74;2021-01-26;41;234
09;74;2021-01-27;19;253
09;79;2021-01-07;10;10
09;79;2021-01-08;6;16
09;79;2021-01-09;2;18
09;79;2021-01-11;9;27
09;79;2021-01-12;16;43
09;79;2021-01-13;9;52
09;79;2021-01-14;34;86
09;79;2021-01-15;43;129
09;79;2021-01-16;38;167
09;79;2021-01-17;36;203
09;79;2021-01-18;89;292
09;79;2021-01-19;92;384
09;79;2021-01-20;108;492
09;79;2021-01-21;86;578
09;79;2021-01-22;106;684
09;79;2021-01-23;81;765
09;79;2021-01-24;23;788
09;79;2021-01-25;63;851
09;79;2021-01-26;88;939
09;79;2021-01-27;72;1011
09;80;2021-01-04;1;1
09;80;2021-01-07;152;153
09;80;2021-01-08;51;204
09;80;2021-01-09;3;207
09;80;2021-01-10;7;214
09;80;2021-01-11;50;264
09;80;2021-01-12;55;319
09;80;2021-01-13;45;364
09;80;2021-01-14;186;550
09;80;2021-01-15;66;616
09;80;2021-01-16;66;682
09;80;2021-01-17;46;728
09;80;2021-01-18;96;824
09;80;2021-01-19;111;935
09;80;2021-01-20;156;1091
09;80;2021-01-21;180;1271
09;80;2021-01-22;155;1426
09;80;2021-01-23;125;1551
09;80;2021-01-24;40;1591
09;80;2021-01-25;100;1691
09;80;2021-01-26;283;1974
09;80;2021-01-27;196;2170
10;0;2021-01-07;63;63
10;0;2021-01-08;254;317
10;0;2021-01-11;114;431
10;0;2021-01-12;185;616
10;0;2021-01-13;313;929
10;0;2021-01-14;380;1309
10;0;2021-01-15;358;1667
10;0;2021-01-16;55;1722
10;0;2021-01-18;694;2416
10;0;2021-01-19;1136;3552
10;0;2021-01-20;1008;4560
10;0;2021-01-21;1075;5635
10;0;2021-01-22;816;6451
10;0;2021-01-23;308;6759
10;0;2021-01-25;443;7202
10;0;2021-01-26;486;7688
10;0;2021-01-27;454;8142
10;24;2021-01-08;4;4
10;24;2021-01-13;1;5
10;24;2021-01-14;2;7
10;24;2021-01-15;1;8
10;24;2021-01-18;1;9
10;24;2021-01-19;7;16
10;24;2021-01-20;5;21
10;24;2021-01-21;5;26
10;24;2021-01-22;6;32
10;24;2021-01-23;2;34
10;29;2021-01-08;3;3
10;29;2021-01-12;2;5
10;29;2021-01-13;3;8
10;29;2021-01-14;1;9
10;29;2021-01-15;3;12
10;29;2021-01-18;5;17
10;29;2021-01-19;9;26
10;29;2021-01-20;9;35
10;29;2021-01-21;14;49
10;29;2021-01-22;6;55
10;29;2021-01-26;2;57
10;39;2021-01-08;14;14
10;39;2021-01-11;2;16
10;39;2021-01-12;12;28
10;39;2021-01-13;8;36
10;39;2021-01-14;21;57
10;39;2021-01-15;20;77
10;39;2021-01-16;2;79
10;39;2021-01-18;15;94
10;39;2021-01-19;40;134
10;39;2021-01-20;29;163
10;39;2021-01-21;35;198
10;39;2021-01-22;31;229
10;39;2021-01-23;3;232
10;39;2021-01-25;2;234
10;39;2021-01-26;2;236
10;39;2021-01-27;1;237
10;49;2021-01-07;5;5
10;49;2021-01-08;21;26
10;49;2021-01-11;11;37
10;49;2021-01-12;10;47
10;49;2021-01-13;19;66
10;49;2021-01-14;24;90
10;49;2021-01-15;40;130
10;49;2021-01-16;4;134
10;49;2021-01-18;24;158
10;49;2021-01-19;49;207
10;49;2021-01-20;61;268
10;49;2021-01-21;60;328
10;49;2021-01-22;56;384
10;49;2021-01-23;14;398
10;49;2021-01-25;4;402
10;49;2021-01-26;1;403
10;49;2021-01-27;4;407
10;59;2021-01-07;21;21
10;59;2021-01-08;49;70
10;59;2021-01-11;45;115
10;59;2021-01-12;53;168
