dep;sexe;jour;n_dose1;n_cum_dose1
56;2;2021-01-05;1;1
56;2;2021-01-07;102;103
56;2;2021-01-08;67;170
56;2;2021-01-09;1;171
56;2;2021-01-11;166;337
56;2;2021-01-12;391;728
56;2;2021-01-13;382;1110
56;2;2021-01-14;535;1645
56;2;2021-01-15;509;2154
56;2;2021-01-16;140;2294
56;2;2021-01-17;20;2314
56;2;2021-01-18;522;2836
56;2;2021-01-19;474;3310
56;2;2021-01-20;532;3842
56;2;2021-01-21;714;4556
56;2;2021-01-22;639;5195
56;2;2021-01-23;160;5355
56;2;2021-01-24;4;5359
56;2;2021-01-25;450;5809
56;2;2021-01-26;562;6371
56;2;2021-01-27;618;6989
57;0;2021-01-04;12;12
57;0;2021-01-05;198;210
57;0;2021-01-06;219;429
57;0;2021-01-07;553;982
57;0;2021-01-08;493;1475
57;0;2021-01-09;141;1616
57;0;2021-01-10;70;1686
57;0;2021-01-11;445;2131
57;0;2021-01-12;610;2741
57;0;2021-01-13;688;3429
57;0;2021-01-14;614;4043
57;0;2021-01-15;572;4615
57;0;2021-01-16;416;5031
57;0;2021-01-17;469;5500
57;0;2021-01-18;2593;8093
57;0;2021-01-19;2491;10584
57;0;2021-01-20;2552;13136
57;0;2021-01-21;1676;14812
57;0;2021-01-22;1269;16081
57;0;2021-01-23;542;16623
57;0;2021-01-25;861;17484
57;0;2021-01-26;1074;18558
57;0;2021-01-27;998;19556
57;1;2021-01-04;4;4
57;1;2021-01-05;68;72
57;1;2021-01-06;71;143
57;1;2021-01-07;223;366
57;1;2021-01-08;206;572
57;1;2021-01-09;74;646
57;1;2021-01-10;46;692
57;1;2021-01-11;187;879
57;1;2021-01-12;201;1080
57;1;2021-01-13;244;1324
57;1;2021-01-14;212;1536
57;1;2021-01-15;205;1741
57;1;2021-01-16;141;1882
57;1;2021-01-17;112;1994
57;1;2021-01-18;754;2748
57;1;2021-01-19;862;3610
57;1;2021-01-20;862;4472
57;1;2021-01-21;610;5082
57;1;2021-01-22;513;5595
57;1;2021-01-23;215;5810
57;1;2021-01-25;394;6204
57;1;2021-01-26;494;6698
57;1;2021-01-27;458;7156
57;2;2021-01-04;8;8
57;2;2021-01-05;130;138
57;2;2021-01-06;148;286
57;2;2021-01-07;329;615
57;2;2021-01-08;287;902
57;2;2021-01-09;66;968
57;2;2021-01-10;24;992
57;2;2021-01-11;258;1250
57;2;2021-01-12;409;1659
57;2;2021-01-13;444;2103
57;2;2021-01-14;402;2505
57;2;2021-01-15;367;2872
57;2;2021-01-16;275;3147
57;2;2021-01-17;357;3504
57;2;2021-01-18;1839;5343
57;2;2021-01-19;1628;6971
57;2;2021-01-20;1690;8661
57;2;2021-01-21;1066;9727
57;2;2021-01-22;756;10483
57;2;2021-01-23;327;10810
57;2;2021-01-25;467;11277
57;2;2021-01-26;578;11855
57;2;2021-01-27;537;12392
58;0;2021-01-06;129;129
58;0;2021-01-07;223;352
58;0;2021-01-08;21;373
58;0;2021-01-09;1;374
58;0;2021-01-11;41;415
58;0;2021-01-12;192;607
58;0;2021-01-13;241;848
58;0;2021-01-14;223;1071
58;0;2021-01-15;45;1116
58;0;2021-01-16;10;1126
58;0;2021-01-18;329;1455
58;0;2021-01-19;804;2259
58;0;2021-01-20;931;3190
58;0;2021-01-21;824;4014
58;0;2021-01-22;648;4662
58;0;2021-01-23;249;4911
58;0;2021-01-24;2;4913
58;0;2021-01-25;414;5327
58;0;2021-01-26;642;5969
58;0;2021-01-27;530;6499
58;1;2021-01-06;47;47
58;1;2021-01-07;55;102
58;1;2021-01-08;5;107
58;1;2021-01-11;23;130
58;1;2021-01-12;51;181
58;1;2021-01-13;68;249
58;1;2021-01-14;68;317
58;1;2021-01-15;14;331
58;1;2021-01-16;2;333
58;1;2021-01-18;136;469
58;1;2021-01-19;336;805
58;1;2021-01-20;362;1167
58;1;2021-01-21;338;1505
58;1;2021-01-22;285;1790
58;1;2021-01-23;121;1911
58;1;2021-01-25;176;2087
58;1;2021-01-26;290;2377
58;1;2021-01-27;248;2625
58;2;2021-01-06;82;82
58;2;2021-01-07;168;250
58;2;2021-01-08;16;266
58;2;2021-01-09;1;267
58;2;2021-01-11;18;285
58;2;2021-01-12;141;426
58;2;2021-01-13;173;599
58;2;2021-01-14;155;754
58;2;2021-01-15;31;785
58;2;2021-01-16;8;793
58;2;2021-01-18;193;986
58;2;2021-01-19;468;1454
58;2;2021-01-20;569;2023
58;2;2021-01-21;486;2509
58;2;2021-01-22;363;2872
58;2;2021-01-23;128;3000
58;2;2021-01-24;2;3002
58;2;2021-01-25;238;3240
58;2;2021-01-26;352;3592
58;2;2021-01-27;282;3874
59;0;2020-12-28;25;25
59;0;2021-01-04;77;102
59;0;2021-01-05;215;317
59;0;2021-01-06;416;733
59;0;2021-01-07;1209;1942
59;0;2021-01-08;1165;3107
59;0;2021-01-09;603;3710
59;0;2021-01-10;423;4133
59;0;2021-01-11;1708;5841
59;0;2021-01-12;2228;8069
59;0;2021-01-13;2167;10236
59;0;2021-01-14;2469;12705
59;0;2021-01-15;2049;14754
59;0;2021-01-16;738;15492
59;0;2021-01-17;552;16044
59;0;2021-01-18;3204;19248
59;0;2021-01-19;4385;23633
59;0;2021-01-20;3710;27343
59;0;2021-01-21;4277;31620
59;0;2021-01-22;3657;35277
59;0;2021-01-23;930;36207
59;0;2021-01-24;72;36279
59;0;2021-01-25;2428;38707
59;0;2021-01-26;2349;41056
59;0;2021-01-27;1437;42493
59;1;2020-12-28;5;5
59;1;2021-01-04;33;38
59;1;2021-01-05;95;133
59;1;2021-01-06;193;326
59;1;2021-01-07;484;810
59;1;2021-01-08;478;1288
59;1;2021-01-09;311;1599
59;1;2021-01-10;205;1804
59;1;2021-01-11;662;2466
59;1;2021-01-12;788;3254
59;1;2021-01-13;829;4083
59;1;2021-01-14;921;5004
59;1;2021-01-15;743;5747
59;1;2021-01-16;318;6065
59;1;2021-01-17;229;6294
59;1;2021-01-18;1376;7670
59;1;2021-01-19;1897;9567
59;1;2021-01-20;1617;11184
59;1;2021-01-21;1894;13078
59;1;2021-01-22;1561;14639
59;1;2021-01-23;395;15034
59;1;2021-01-24;29;15063
59;1;2021-01-25;1089;16152
59;1;2021-01-26;1012;17164
59;1;2021-01-27;494;17658
59;2;2020-12-28;20;20
59;2;2021-01-04;44;64
59;2;2021-01-05;120;184
59;2;2021-01-06;223;407
59;2;2021-01-07;725;1132
59;2;2021-01-08;687;1819
59;2;2021-01-09;292;2111
59;2;2021-01-10;218;2329
59;2;2021-01-11;1046;3375
59;2;2021-01-12;1440;4815
59;2;2021-01-13;1337;6152
59;2;2021-01-14;1547;7699
59;2;2021-01-15;1306;9005
59;2;2021-01-16;419;9424
59;2;2021-01-17;323;9747
59;2;2021-01-18;1827;11574
59;2;2021-01-19;2487;14061
59;2;2021-01-20;2093;16154
59;2;2021-01-21;2381;18535
59;2;2021-01-22;2096;20631
59;2;2021-01-23;535;21166
59;2;2021-01-24;43;21209
59;2;2021-01-25;1338;22547
59;2;2021-01-26;1336;23883
59;2;2021-01-27;943;24826
60;0;2020-12-29;1;1
60;0;2021-01-04;1;2
60;0;2021-01-05;32;34
60;0;2021-01-06;181;215
60;0;2021-01-07;218;433
60;0;2021-01-08;299;732
60;0;2021-01-10;54;786
60;0;2021-01-11;299;1085
60;0;2021-01-12;491;1576
60;0;2021-01-13;402;1978
60;0;2021-01-14;436;2414
60;0;2021-01-15;627;3041
60;0;2021-01-16;123;3164
60;0;2021-01-17;33;3197
60;0;2021-01-18;707;3904
60;0;2021-01-19;1063;4967
60;0;2021-01-20;1428;6395
60;0;2021-01-21;1865;8260
60;0;2021-01-22;1306;9566
60;0;2021-01-23;487;10053
60;0;2021-01-24;61;10114
60;0;2021-01-25;815;10929
60;0;2021-01-26;872;11801
60;0;2021-01-27;579;12380
60;1;2021-01-05;14;14
60;1;2021-01-06;56;70
60;1;2021-01-07;87;157
60;1;2021-01-08;109;266
60;1;2021-01-10;36;302
60;1;2021-01-11;115;417
60;1;2021-01-12;171;588
60;1;2021-01-13;145;733
60;1;2021-01-14;140;873
60;1;2021-01-15;191;1064
60;1;2021-01-16;57;1121
60;1;2021-01-17;15;1136
60;1;2021-01-18;276;1412
60;1;2021-01-19;410;1822
60;1;2021-01-20;515;2337
60;1;2021-01-21;630;2967
60;1;2021-01-22;479;3446
60;1;2021-01-23;181;3627
60;1;2021-01-24;27;3654
60;1;2021-01-25;338;3992
60;1;2021-01-26;377;4369
60;1;2021-01-27;270;4639
60;2;2020-12-29;1;1
60;2;2021-01-04;1;2
60;2;2021-01-05;18;20
60;2;2021-01-06;125;145
60;2;2021-01-07;131;276
60;2;2021-01-08;190;466
60;2;2021-01-10;18;484
60;2;2021-01-11;183;667
60;2;2021-01-12;320;987
60;2;2021-01-13;257;1244
60;2;2021-01-14;296;1540
60;2;2021-01-15;436;1976
60;2;2021-01-16;66;2042
60;2;2021-01-17;18;2060
60;2;2021-01-18;431;2491
60;2;2021-01-19;653;3144
60;2;2021-01-20;913;4057
60;2;2021-01-21;1235;5292
60;2;2021-01-22;827;6119
60;2;2021-01-23;306;6425
60;2;2021-01-24;34;6459
60;2;2021-01-25;477;6936
60;2;2021-01-26;495;7431
60;2;2021-01-27;309;7740
61;0;2021-01-05;3;3
61;0;2021-01-06;75;78
61;0;2021-01-07;175;253
61;0;2021-01-08;402;655
61;0;2021-01-09;160;815
61;0;2021-01-10;49;864
61;0;2021-01-11;391;1255
61;0;2021-01-12;620;1875
61;0;2021-01-13;737;2612
61;0;2021-01-14;480;3092
61;0;2021-01-15;523;3615
61;0;2021-01-16;289;3904
61;0;2021-01-17;756;4660
61;0;2021-01-18;1768;6428
61;0;2021-01-19;1244;7672
61;0;2021-01-20;647;8319
61;0;2021-01-21;847;9166
61;0;2021-01-22;759;9925
61;0;2021-01-23;255;10180
61;0;2021-01-24;227;10407
61;0;2021-01-25;572;10979
61;0;2021-01-26;535;11514
61;0;2021-01-27;549;12063
61;1;2021-01-05;2;2
61;1;2021-01-06;38;40
61;1;2021-01-07;92;132
61;1;2021-01-08;146;278
61;1;2021-01-09;60;338
61;1;2021-01-10;24;362
61;1;2021-01-11;155;517
61;1;2021-01-12;218;735
61;1;2021-01-13;253;988
61;1;2021-01-14;160;1148
61;1;2021-01-15;168;1316
61;1;2021-01-16;137;1453
61;1;2021-01-17;260;1713
61;1;2021-01-18;593;2306
61;1;2021-01-19;504;2810
61;1;2021-01-20;294;3104
61;1;2021-01-21;371;3475
61;1;2021-01-22;338;3813
61;1;2021-01-23;106;3919
61;1;2021-01-24;88;4007
61;1;2021-01-25;285;4292
61;1;2021-01-26;233;4525
61;1;2021-01-27;247;4772
61;2;2021-01-05;1;1
61;2;2021-01-06;37;38
61;2;2021-01-07;83;121
61;2;2021-01-08;256;377
61;2;2021-01-09;100;477
61;2;2021-01-10;25;502
61;2;2021-01-11;236;738
61;2;2021-01-12;401;1139
61;2;2021-01-13;484;1623
61;2;2021-01-14;320;1943
61;2;2021-01-15;354;2297
61;2;2021-01-16;152;2449
61;2;2021-01-17;496;2945
61;2;2021-01-18;1175;4120
61;2;2021-01-19;740;4860
61;2;2021-01-20;353;5213
61;2;2021-01-21;475;5688
61;2;2021-01-22;421;6109
61;2;2021-01-23;149;6258
61;2;2021-01-24;139;6397
61;2;2021-01-25;287;6684
61;2;2021-01-26;300;6984
61;2;2021-01-27;302;7286
62;0;2021-01-04;1;1
62;0;2021-01-05;45;46
62;0;2021-01-06;120;166
62;0;2021-01-07;329;495
62;0;2021-01-08;687;1182
62;0;2021-01-09;149;1331
62;0;2021-01-10;84;1415
62;0;2021-01-11;425;1840
62;0;2021-01-12;935;2775
62;0;2021-01-13;895;3670
62;0;2021-01-14;1040;4710
62;0;2021-01-15;989;5699
62;0;2021-01-16;261;5960
62;0;2021-01-17;106;6066
62;0;2021-01-18;1315;7381
62;0;2021-01-19;1968;9349
62;0;2021-01-20;1865;11214
62;0;2021-01-21;2053;13267
62;0;2021-01-22;1755;15022
62;0;2021-01-23;510;15532
62;0;2021-01-25;1240;16772
62;0;2021-01-26;1446;18218
62;0;2021-01-27;1425;19643
62;1;2021-01-05;7;7
62;1;2021-01-06;47;54
62;1;2021-01-07;122;176
62;1;2021-01-08;294;470
62;1;2021-01-09;84;554
62;1;2021-01-10;41;595
62;1;2021-01-11;158;753
62;1;2021-01-12;406;1159
62;1;2021-01-13;366;1525
62;1;2021-01-14;446;1971
62;1;2021-01-15;394;2365
62;1;2021-01-16;125;2490
62;1;2021-01-17;54;2544
62;1;2021-01-18;544;3088
62;1;2021-01-19;822;3910
62;1;2021-01-20;806;4716
62;1;2021-01-21;912;5628
62;1;2021-01-22;753;6381
62;1;2021-01-23;210;6591
62;1;2021-01-25;540;7131
62;1;2021-01-26;638;7769
62;1;2021-01-27;584;8353
62;2;2021-01-04;1;1
62;2;2021-01-05;38;39
62;2;2021-01-06;73;112
62;2;2021-01-07;207;319
62;2;2021-01-08;393;712
62;2;2021-01-09;65;777
62;2;2021-01-10;43;820
62;2;2021-01-11;267;1087
62;2;2021-01-12;528;1615
62;2;2021-01-13;529;2144
62;2;2021-01-14;594;2738
62;2;2021-01-15;594;3332
62;2;2021-01-16;136;3468
62;2;2021-01-17;52;3520
62;2;2021-01-18;770;4290
62;2;2021-01-19;1146;5436
62;2;2021-01-20;1059;6495
62;2;2021-01-21;1141;7636
62;2;2021-01-22;1002;8638
62;2;2021-01-23;299;8937
62;2;2021-01-25;700;9637
62;2;2021-01-26;808;10445
62;2;2021-01-27;841;11286
63;0;2021-01-06;4;4
63;0;2021-01-07;238;242
63;0;2021-01-08;176;418
63;0;2021-01-09;89;507
63;0;2021-01-10;80;587
63;0;2021-01-11;306;893
63;0;2021-01-12;570;1463
63;0;2021-01-13;830;2293
63;0;2021-01-14;490;2783
63;0;2021-01-15;404;3187
63;0;2021-01-16;152;3339
63;0;2021-01-17;124;3463
63;0;2021-01-18;584;4047
63;0;2021-01-19;621;4668
63;0;2021-01-20;945;5613
63;0;2021-01-21;892;6505
63;0;2021-01-22;967;7472
63;0;2021-01-23;186;7658
63;0;2021-01-24;162;7820
63;0;2021-01-25;392;8212
63;0;2021-01-26;620;8832
63;0;2021-01-27;527;9359
63;1;2021-01-06;3;3
63;1;2021-01-07;89;92
63;1;2021-01-08;78;170
63;1;2021-01-09;47;217
63;1;2021-01-10;41;258
63;1;2021-01-11;114;372
63;1;2021-01-12;196;568
63;1;2021-01-13;236;804
63;1;2021-01-14;161;965
63;1;2021-01-15;120;1085
63;1;2021-01-16;62;1147
63;1;2021-01-17;51;1198
63;1;2021-01-18;239;1437
63;1;2021-01-19;248;1685
63;1;2021-01-20;378;2063
63;1;2021-01-21;356;2419
63;1;2021-01-22;382;2801
63;1;2021-01-23;71;2872
63;1;2021-01-24;73;2945
63;1;2021-01-25;163;3108
63;1;2021-01-26;281;3389
63;1;2021-01-27;232;3621
63;2;2021-01-06;1;1
63;2;2021-01-07;149;150
63;2;2021-01-08;98;248
63;2;2021-01-09;42;290
63;2;2021-01-10;39;329
63;2;2021-01-11;192;521
63;2;2021-01-12;374;895
63;2;2021-01-13;594;1489
63;2;2021-01-14;329;1818
63;2;2021-01-15;284;2102
63;2;2021-01-16;90;2192
63;2;2021-01-17;73;2265
63;2;2021-01-18;345;2610
63;2;2021-01-19;373;2983
63;2;2021-01-20;567;3550
63;2;2021-01-21;536;4086
63;2;2021-01-22;585;4671
63;2;2021-01-23;115;4786
63;2;2021-01-24;89;4875
63;2;2021-01-25;229;5104
63;2;2021-01-26;338;5442
63;2;2021-01-27;295;5737
64;0;2021-01-04;28;28
64;0;2021-01-05;21;49
64;0;2021-01-06;184;233
64;0;2021-01-07;817;1050
64;0;2021-01-08;861;1911
64;0;2021-01-09;50;1961
64;0;2021-01-11;522;2483
64;0;2021-01-12;736;3219
64;0;2021-01-13;832;4051
64;0;2021-01-14;976;5027
64;0;2021-01-15;907;5934
64;0;2021-01-16;67;6001
64;0;2021-01-18;896;6897
64;0;2021-01-19;1368;8265
64;0;2021-01-20;1488;9753
64;0;2021-01-21;2468;12221
64;0;2021-01-22;1590;13811
64;0;2021-01-23;519;14330
64;0;2021-01-24;88;14418
64;0;2021-01-25;961;15379
64;0;2021-01-26;1309;16688
64;0;2021-01-27;1158;17846
64;1;2021-01-04;15;15
64;1;2021-01-05;9;24
64;1;2021-01-06;62;86
64;1;2021-01-07;332;418
64;1;2021-01-08;321;739
64;1;2021-01-09;25;764
64;1;2021-01-11;207;971
64;1;2021-01-12;268;1239
64;1;2021-01-13;317;1556
64;1;2021-01-14;305;1861
64;1;2021-01-15;311;2172
64;1;2021-01-16;31;2203
64;1;2021-01-18;396;2599
64;1;2021-01-19;584;3183
64;1;2021-01-20;605;3788
64;1;2021-01-21;825;4613
64;1;2021-01-22;613;5226
64;1;2021-01-23;254;5480
64;1;2021-01-24;46;5526
64;1;2021-01-25;439;5965
64;1;2021-01-26;562;6527
64;1;2021-01-27;491;7018
64;2;2021-01-04;13;13
64;2;2021-01-05;12;25
64;2;2021-01-06;122;147
64;2;2021-01-07;485;632
64;2;2021-01-08;539;1171
64;2;2021-01-09;25;1196
64;2;2021-01-11;315;1511
64;2;2021-01-12;468;1979
64;2;2021-01-13;515;2494
64;2;2021-01-14;671;3165
64;2;2021-01-15;596;3761
64;2;2021-01-16;36;3797
64;2;2021-01-18;500;4297
64;2;2021-01-19;784;5081
64;2;2021-01-20;883;5964
64;2;2021-01-21;1643;7607
64;2;2021-01-22;977;8584
64;2;2021-01-23;265;8849
64;2;2021-01-24;42;8891
64;2;2021-01-25;522;9413
64;2;2021-01-26;747;10160
64;2;2021-01-27;665;10825
65;0;2021-01-07;131;131
65;0;2021-01-08;195;326
65;0;2021-01-09;138;464
65;0;2021-01-11;191;655
65;0;2021-01-12;208;863
65;0;2021-01-13;425;1288
65;0;2021-01-14;451;1739
65;0;2021-01-15;372;2111
65;0;2021-01-16;191;2302
65;0;2021-01-17;1;2303
65;0;2021-01-18;484;2787
65;0;2021-01-19;534;3321
65;0;2021-01-20;506;3827
65;0;2021-01-21;540;4367
65;0;2021-01-22;578;4945
65;0;2021-01-23;171;5116
65;0;2021-01-24;3;5119
65;0;2021-01-25;475;5594
65;0;2021-01-26;463;6057
65;0;2021-01-27;428;6485
65;1;2021-01-07;40;40
65;1;2021-01-08;71;111
65;1;2021-01-09;58;169
65;1;2021-01-11;76;245
65;1;2021-01-12;87;332
65;1;2021-01-13;168;500
65;1;2021-01-14;194;694
65;1;2021-01-15;166;860
65;1;2021-01-16;76;936
65;1;2021-01-18;202;1138
65;1;2021-01-19;262;1400
65;1;2021-01-20;206;1606
65;1;2021-01-21;258;1864
65;1;2021-01-22;271;2135
65;1;2021-01-23;63;2198
65;1;2021-01-24;2;2200
65;1;2021-01-25;216;2416
65;1;2021-01-26;204;2620
65;1;2021-01-27;192;2812
65;2;2021-01-07;91;91
65;2;2021-01-08;124;215
65;2;2021-01-09;80;295
65;2;2021-01-11;115;410
65;2;2021-01-12;121;531
65;2;2021-01-13;257;788
65;2;2021-01-14;257;1045
65;2;2021-01-15;206;1251
65;2;2021-01-16;115;1366
65;2;2021-01-17;1;1367
65;2;2021-01-18;282;1649
65;2;2021-01-19;272;1921
65;2;2021-01-20;299;2220
65;2;2021-01-21;282;2502
65;2;2021-01-22;307;2809
65;2;2021-01-23;108;2917
65;2;2021-01-24;1;2918
65;2;2021-01-25;259;3177
65;2;2021-01-26;259;3436
65;2;2021-01-27;236;3672
66;0;2020-12-31;1;1
66;0;2021-01-04;30;31
66;0;2021-01-05;135;166
66;0;2021-01-06;196;362
66;0;2021-01-07;180;542
66;0;2021-01-08;206;748
66;0;2021-01-09;231;979
66;0;2021-01-10;10;989
66;0;2021-01-11;398;1387
66;0;2021-01-12;556;1943
66;0;2021-01-13;842;2785
66;0;2021-01-14;886;3671
66;0;2021-01-15;576;4247
66;0;2021-01-16;106;4353
66;0;2021-01-17;46;4399
66;0;2021-01-18;646;5045
66;0;2021-01-19;700;5745
66;0;2021-01-20;1093;6838
66;0;2021-01-21;2088;8926
66;0;2021-01-22;1292;10218
66;0;2021-01-23;391;10609
66;0;2021-01-24;219;10828
66;0;2021-01-25;719;11547
66;0;2021-01-26;755;12302
66;0;2021-01-27;806;13108
66;1;2021-01-04;17;17
66;1;2021-01-05;61;78
66;1;2021-01-06;84;162
66;1;2021-01-07;78;240
66;1;2021-01-08;92;332
66;1;2021-01-09;121;453
66;1;2021-01-10;6;459
66;1;2021-01-11;199;658
66;1;2021-01-12;207;865
66;1;2021-01-13;312;1177
66;1;2021-01-14;345;1522
66;1;2021-01-15;210;1732
66;1;2021-01-16;42;1774
66;1;2021-01-17;21;1795
66;1;2021-01-18;315;2110
66;1;2021-01-19;352;2462
66;1;2021-01-20;473;2935
66;1;2021-01-21;705;3640
66;1;2021-01-22;554;4194
66;1;2021-01-23;174;4368
66;1;2021-01-24;103;4471
66;1;2021-01-25;336;4807
66;1;2021-01-26;368;5175
66;1;2021-01-27;370;5545
66;2;2020-12-31;1;1
66;2;2021-01-04;13;14
66;2;2021-01-05;74;88
66;2;2021-01-06;111;199
66;2;2021-01-07;102;301
66;2;2021-01-08;114;415
66;2;2021-01-09;110;525
66;2;2021-01-10;4;529
66;2;2021-01-11;199;728
66;2;2021-01-12;349;1077
66;2;2021-01-13;530;1607
66;2;2021-01-14;540;2147
66;2;2021-01-15;366;2513
66;2;2021-01-16;64;2577
66;2;2021-01-17;24;2601
66;2;2021-01-18;331;2932
66;2;2021-01-19;347;3279
66;2;2021-01-20;620;3899
66;2;2021-01-21;1382;5281
66;2;2021-01-22;738;6019
66;2;2021-01-23;217;6236
66;2;2021-01-24;116;6352
66;2;2021-01-25;383;6735
66;2;2021-01-26;387;7122
66;2;2021-01-27;435;7557
67;0;2021-01-04;39;39
67;0;2021-01-05;164;203
67;0;2021-01-06;120;323
67;0;2021-01-07;234;557
67;0;2021-01-08;180;737
67;0;2021-01-09;110;847
67;0;2021-01-10;56;903
67;0;2021-01-11;160;1063
67;0;2021-01-12;444;1507
67;0;2021-01-13;545;2052
67;0;2021-01-14;984;3036
67;0;2021-01-15;802;3838
67;0;2021-01-16;158;3996
67;0;2021-01-17;94;4090
67;0;2021-01-18;821;4911
67;0;2021-01-19;1399;6310
67;0;2021-01-20;1725;8035
67;0;2021-01-21;1924;9959
67;0;2021-01-22;1855;11814
67;0;2021-01-23;782;12596
67;0;2021-01-24;376;12972
67;0;2021-01-25;407;13379
67;0;2021-01-26;128;13507
67;0;2021-01-27;1197;14704
67;1;2021-01-04;14;14
67;1;2021-01-05;58;72
67;1;2021-01-06;48;120
67;1;2021-01-07;78;198
67;1;2021-01-08;64;262
67;1;2021-01-09;66;328
67;1;2021-01-10;38;366
67;1;2021-01-11;54;420
67;1;2021-01-12;153;573
67;1;2021-01-13;180;753
67;1;2021-01-14;352;1105
67;1;2021-01-15;259;1364
67;1;2021-01-16;70;1434
67;1;2021-01-17;49;1483
67;1;2021-01-18;340;1823
67;1;2021-01-19;570;2393
67;1;2021-01-20;718;3111
67;1;2021-01-21;775;3886
67;1;2021-01-22;817;4703
67;1;2021-01-23;394;5097
67;1;2021-01-24;166;5263
67;1;2021-01-25;151;5414
67;1;2021-01-26;62;5476
67;1;2021-01-27;495;5971
67;2;2021-01-04;25;25
67;2;2021-01-05;106;131
67;2;2021-01-06;72;203
67;2;2021-01-07;156;359
67;2;2021-01-08;116;475
67;2;2021-01-09;44;519
67;2;2021-01-10;18;537
67;2;2021-01-11;106;643
67;2;2021-01-12;290;933
67;2;2021-01-13;365;1298
67;2;2021-01-14;632;1930
67;2;2021-01-15;543;2473
67;2;2021-01-16;88;2561
67;2;2021-01-17;45;2606
67;2;2021-01-18;481;3087
67;2;2021-01-19;829;3916
67;2;2021-01-20;1006;4922
67;2;2021-01-21;1147;6069
67;2;2021-01-22;1036;7105
67;2;2021-01-23;386;7491
67;2;2021-01-24;210;7701
67;2;2021-01-25;255;7956
67;2;2021-01-26;65;8021
67;2;2021-01-27;698;8719
68;0;2021-01-05;11;11
68;0;2021-01-06;244;255
68;0;2021-01-07;75;330
68;0;2021-01-08;118;448
68;0;2021-01-09;20;468
68;0;2021-01-11;82;550
68;0;2021-01-12;338;888
68;0;2021-01-13;646;1534
68;0;2021-01-14;342;1876
68;0;2021-01-15;188;2064
68;0;2021-01-18;378;2442
68;0;2021-01-19;555;2997
68;0;2021-01-20;700;3697
68;0;2021-01-21;1135;4832
68;0;2021-01-22;1321;6153
68;0;2021-01-23;215;6368
68;0;2021-01-24;691;7059
68;0;2021-01-25;1289;8348
68;0;2021-01-26;1444;9792
68;0;2021-01-27;2299;12091
68;1;2021-01-05;3;3
68;1;2021-01-06;91;94
68;1;2021-01-07;31;125
68;1;2021-01-08;40;165
68;1;2021-01-09;6;171
68;1;2021-01-11;36;207
68;1;2021-01-12;122;329
68;1;2021-01-13;254;583
68;1;2021-01-14;116;699
68;1;2021-01-15;57;756
68;1;2021-01-18;219;975
68;1;2021-01-19;306;1281
68;1;2021-01-20;356;1637
68;1;2021-01-21;465;2102
68;1;2021-01-22;554;2656
68;1;2021-01-23;116;2772
68;1;2021-01-24;234;3006
68;1;2021-01-25;476;3482
68;1;2021-01-26;543;4025
68;1;2021-01-27;726;4751
68;2;2021-01-05;8;8
68;2;2021-01-06;153;161
68;2;2021-01-07;44;205
68;2;2021-01-08;78;283
68;2;2021-01-09;14;297
68;2;2021-01-11;46;343
68;2;2021-01-12;216;559
68;2;2021-01-13;392;951
68;2;2021-01-14;226;1177
68;2;2021-01-15;131;1308
68;2;2021-01-18;159;1467
68;2;2021-01-19;249;1716
68;2;2021-01-20;344;2060
68;2;2021-01-21;670;2730
68;2;2021-01-22;766;3496
68;2;2021-01-23;99;3595
68;2;2021-01-24;457;4052
68;2;2021-01-25;813;4865
68;2;2021-01-26;901;5766
68;2;2021-01-27;1572;7338
69;0;2020-12-28;6;6
69;0;2020-12-29;5;11
69;0;2020-12-30;5;16
69;0;2020-12-31;6;22
69;0;2021-01-02;1;23
69;0;2021-01-04;9;32
69;0;2021-01-05;170;202
69;0;2021-01-06;416;618
69;0;2021-01-07;731;1349
69;0;2021-01-08;721;2070
69;0;2021-01-09;31;2101
69;0;2021-01-11;1072;3173
69;0;2021-01-12;1224;4397
69;0;2021-01-13;1215;5612
69;0;2021-01-14;2061;7673
69;0;2021-01-15;1683;9356
69;0;2021-01-16;875;10231
69;0;2021-01-17;267;10498
69;0;2021-01-18;1502;12000
69;0;2021-01-19;3301;15301
69;0;2021-01-20;4113;19414
69;0;2021-01-21;3693;23107
69;0;2021-01-22;2878;25985
69;0;2021-01-23;1205;27190
69;0;2021-01-24;89;27279
69;0;2021-01-25;2002;29281
69;0;2021-01-26;2314;31595
69;0;2021-01-27;2167;33762
69;1;2020-12-28;1;1
69;1;2020-12-29;1;2
69;1;2020-12-31;1;3
69;1;2021-01-04;1;4
69;1;2021-01-05;69;73
69;1;2021-01-06;148;221
69;1;2021-01-07;254;475
69;1;2021-01-08;292;767
69;1;2021-01-09;15;782
69;1;2021-01-11;361;1143
69;1;2021-01-12;415;1558
69;1;2021-01-13;419;1977
69;1;2021-01-14;783;2760
69;1;2021-01-15;605;3365
69;1;2021-01-16;392;3757
69;1;2021-01-17;107;3864
69;1;2021-01-18;614;4478
69;1;2021-01-19;1124;5602
69;1;2021-01-20;1405;7007
69;1;2021-01-21;1332;8339
69;1;2021-01-22;1141;9480
69;1;2021-01-23;551;10031
69;1;2021-01-24;36;10067
69;1;2021-01-25;874;10941
69;1;2021-01-26;1026;11967
69;1;2021-01-27;944;12911
69;2;2020-12-28;5;5
69;2;2020-12-29;4;9
69;2;2020-12-30;5;14
